patient_id	cg00510787	cg03169527	cg23256971	cg08585897
33	0.0350341796875	0.032996051013469696	0.31243249773979187	0.8329610228538513
34	0.04653069004416466	0.04777899011969566	0.213822603225708	0.8737182021141052
35	0.13889409601688385	0.040015049278736115	0.6597263216972351	0.5299683809280396
36	0.0654911920428276	0.04074925184249878	0.33687299489974976	0.4595656991004944
37	0.035598158836364746	0.045592449605464935	0.22037549316883087	0.693436324596405
38	0.05889463052153587	0.030681369826197624	0.6656351089477539	0.2522641122341156
39	0.18110239505767822	0.061644650995731354	0.6764112114906311	0.49539411067962646
40	0.052442118525505066	0.03981313854455948	0.22276200354099274	0.7393056154251099
41	0.05440913885831833	0.042534179985523224	0.2949411869049072	0.7729893922805786
42	0.06276307255029678	0.0237746499478817	0.6752458214759827	0.2111385017633438
43	0.06458836048841476	0.02163265086710453	0.6937475204467773	0.11819329857826233
44	0.03426910936832428	0.03181440010666847	0.33475691080093384	0.8034483194351196
45	0.07065697014331818	0.022163350135087967	0.6639981865882874	0.22346550226211548
46	0.34700360894203186	0.22625990211963654	0.6371651887893677	0.6422017812728882
47	0.03281876817345619	0.029742419719696045	0.2135545015335083	0.7685713171958923
48	0.051124170422554016	0.03622512146830559	0.2742050886154175	0.748792827129364
49	0.04142706096172333	0.032367218285799026	0.28115999698638916	0.7999979257583618
50	0.06416215747594833	0.06376943737268448	0.6277061104774475	0.2443401962518692
51	0.059491369873285294	0.02217400074005127	0.623954713344574	0.21926990151405334
52	0.7641199231147766	0.8145684003829956	0.5564342141151428	0.5391985774040222
53	0.059364449232816696	0.10462039709091187	0.31675758957862854	0.5416663289070129
54	0.03166643902659416	0.029235830530524254	0.28171679377555847	0.8472927808761597
55	0.7125124931335449	0.7642000913619995	0.6085944771766663	0.4920068085193634
56	0.04769190028309822	0.03308853879570961	0.18069340288639069	0.838403582572937
57	0.05782061070203781	0.026466190814971924	0.6474171876907349	0.18410690128803253
58	0.0511959083378315	0.021674569696187973	0.24529770016670227	0.7535024285316467
59	0.06183965131640434	0.024158429354429245	0.22417409718036652	0.63128662109375
60	0.7150309085845947	0.7734907865524292	0.5819365978240967	0.5906397104263306
61	0.06629569828510284	0.02801251970231533	0.6385790109634399	0.25374141335487366
62	0.03544856980443001	0.04322585090994835	0.23261980712413788	0.8051251769065857
63	0.04653706029057503	0.040834151208400726	0.33490630984306335	0.7551295161247253
64	0.034661781042814255	0.03495759144425392	0.2303348034620285	0.7549716234207153
65	0.062276460230350494	0.038986969739198685	0.2835659980773926	0.795796811580658
66	0.04455295950174332	0.02768133021891117	0.20998740196228027	0.8318225741386414
67	0.03516104072332382	0.0301345307379961	0.2848961055278778	0.803665280342102
68	0.6682149171829224	0.7268763780593872	0.6088420152664185	0.6271964907646179
69	0.05037872865796089	0.052829839289188385	0.1705417037010193	0.8041056990623474
70	0.15161040425300598	0.029731830582022667	0.6145458817481995	0.2632935047149658
71	0.07169300317764282	0.022257650271058083	0.6687108278274536	0.14422360062599182
72	0.04305718094110489	0.028944170102477074	0.29169929027557373	0.779946506023407
73	0.057628121227025986	0.01697104051709175	0.6899021863937378	0.10012230277061462
74	0.02351558953523636	0.029900480061769485	0.24181239306926727	0.7862861156463623
75	0.6839743852615356	0.7059099078178406	0.5630441904067993	0.5719503164291382
76	0.04313052073121071	0.026771310716867447	0.305086612701416	0.8249421715736389
77	0.06166590005159378	0.02603878080844879	0.6935778260231018	0.08548974245786667
78	0.033899638801813126	0.032356418669223785	0.21206100285053253	0.7750434875488281
79	0.0862174779176712	0.02639278955757618	0.6492785215377808	0.22915250062942505
80	0.052409570664167404	0.024942610412836075	0.3166464865207672	0.8203486204147339
81	0.2104216068983078	0.15203790366649628	0.663156270980835	0.44617271423339844
82	0.09000817686319351	0.03620509058237076	0.7012380957603455	0.14650489389896393
83	0.03752307966351509	0.0333002507686615	0.3087877929210663	0.8158211708068848
84	0.0480545312166214	0.03680691123008728	0.1886844038963318	0.8834301233291626
85	0.04848463088274002	0.047871749848127365	0.32123929262161255	0.8491113185882568
86	0.0538797602057457	0.019379839301109314	0.6952304244041443	0.11887290328741074
87	0.037750910967588425	0.0254692193120718	0.2952911853790283	0.82417231798172
88	0.06053420901298523	0.04427950084209442	0.6710342168807983	0.14478890597820282
89	0.04284606873989105	0.03537309169769287	0.2476688027381897	0.7864742279052734
90	0.08379366993904114	0.051617830991744995	0.6356285810470581	0.23758569359779358
91	0.06685301661491394	0.01844261959195137	0.6681501269340515	0.19633300602436066
92	0.05859043076634407	0.027531009167432785	0.626689612865448	0.17078110575675964
93	0.047055769711732864	0.038304708898067474	0.1850215047597885	0.8768457174301147
94	0.05916867032647133	0.022195300087332726	0.6510552763938904	0.304253488779068
95	0.041011810302734375	0.0364873893558979	0.3093405067920685	0.78806471824646
96	0.04765184968709946	0.036582350730895996	0.23927269876003265	0.8682050108909607
97	0.0386178083717823	0.046012379229068756	0.29721760749816895	0.855573296546936
98	0.08121305704116821	0.03291843831539154	0.7025511860847473	0.17345190048217773
99	0.03830638900399208	0.02746112085878849	0.3144386112689972	0.7816283702850342
100	0.05823715031147003	0.023431509733200073	0.5363088250160217	0.3297871947288513
101	0.7515860199928284	0.7576199769973755	0.5730518102645874	0.5229576826095581
102	0.3672061860561371	0.2540605962276459	0.6500288844108582	0.16183309257030487
103	0.05586137995123863	0.02977742999792099	0.6025133728981018	0.18213610351085663
104	0.04166765138506889	0.03348131105303764	0.3236108124256134	0.7971922755241394
105	0.3714607059955597	0.3466702103614807	0.6190639734268188	0.17286460101604462
106	0.07166243344545364	0.02744326926767826	0.648294985294342	0.19674259424209595
107	0.04571621119976044	0.024908779188990593	0.3390839099884033	0.8134171962738037
108	0.05620932951569557	0.02888651005923748	0.24815669655799866	0.7930412292480469
109	0.04849044978618622	0.040921300649642944	0.24305489659309387	0.7602586150169373
110	0.052945539355278015	0.043350949883461	0.24809299409389496	0.7824863195419312
111	0.04496464878320694	0.027041349560022354	0.27440279722213745	0.785618782043457
112	0.053228821605443954	0.02699092961847782	0.6792426705360413	0.17778989672660828
113	0.045751240104436874	0.02989513985812664	0.23988880217075348	0.7581301927566528
114	0.140060693025589	0.08128686249256134	0.6502776145935059	0.41313669085502625
115	0.08410515636205673	0.02854285016655922	0.655878484249115	0.14823099970817566
116	0.6528738737106323	0.6730164885520935	0.5930539965629578	0.5096774101257324
117	0.43485599756240845	0.3970352113246918	0.6137459874153137	0.2316236048936844
118	0.0621555894613266	0.02078408934175968	0.6761642098426819	0.2658151090145111
119	0.04415037855505943	0.03266727924346924	0.2968592047691345	0.7733337879180908
120	0.04786907136440277	0.03487607091665268	0.24873270094394684	0.7953069806098938
121	0.0832848995923996	0.025922799482941628	0.6599265933036804	0.20977050065994263
122	0.043138179928064346	0.025659790262579918	0.308151513338089	0.8587976098060608
123	0.7324627041816711	0.7679721117019653	0.5994192957878113	0.47665420174598694
124	0.07363151758909225	0.04143847897648811	0.6239690780639648	0.22297020256519318
125	0.059062231332063675	0.03662111982703209	0.2537834942340851	0.8389577269554138
126	0.05920308083295822	0.028744809329509735	0.6550067067146301	0.2894819974899292
127	0.05307459831237793	0.036544881761074066	0.1716907024383545	0.7727270722389221
128	0.08427514880895615	0.03552994877099991	0.6155152916908264	0.21475659310817719
129	0.05857975035905838	0.02596708945930004	0.6613507866859436	0.12373939901590347
130	0.05356504023075104	0.03353153169155121	0.20037400722503662	0.772475004196167
131	0.05477822944521904	0.03218767046928406	0.5308688282966614	0.4548105001449585
132	0.37348538637161255	0.23499980568885803	0.6636903882026672	0.4604147970676422
133	0.03194141015410423	0.011408720165491104	0.6647788286209106	0.4450621008872986
134	0.04685211926698685	0.026880750432610512	0.674308180809021	0.11233390122652054
135	0.04883904010057449	0.028714049607515335	0.2662602961063385	0.7917699217796326
136	0.042898111045360565	0.04395806044340134	0.28270620107650757	0.7988579869270325
137	0.046058569103479385	0.04927553981542587	0.21914060413837433	0.8634681105613708
138	0.06972818076610565	0.02418549917638302	0.630195677280426	0.25829508900642395
139	0.049560919404029846	0.039639998227357864	0.18819360435009003	0.8482239842414856
140	0.7083476781845093	0.776773989200592	0.5668380260467529	0.591822624206543
141	0.06701929122209549	0.02113742008805275	0.6544303297996521	0.2455292046070099
142	0.06794893741607666	0.027306700125336647	0.6699705719947815	0.18746310472488403
143	0.05784443020820618	0.021729720756411552	0.6322252750396729	0.17480960488319397
144	0.060942720621824265	0.024417530745267868	0.3010231852531433	0.7687556743621826
145	0.053645748645067215	0.022490529343485832	0.656994104385376	0.2769525945186615
146	0.040991321206092834	0.03213284909725189	0.31936389207839966	0.8011472225189209
147	0.04362979903817177	0.04806153103709221	0.2588837146759033	0.788476288318634
148	0.04579031094908714	0.027651870623230934	0.2217807024717331	0.8250296115875244
149	0.07247169315814972	0.03386329114437103	0.6524916887283325	0.19939260184764862
150	0.04151618853211403	0.043471191078424454	0.23573389649391174	0.8101561069488525
151	0.041011448949575424	0.03818735107779503	0.1977889984846115	0.8498774766921997
152	0.0486341193318367	0.03861119970679283	0.6944776177406311	0.09697455167770386
153	0.06718870252370834	0.03122740052640438	0.6323661804199219	0.21617759764194489
154	0.07916519790887833	0.028595859184861183	0.6542357802391052	0.15891380608081818
155	0.0724482536315918	0.021439509466290474	0.6516194939613342	0.22994540631771088
156	0.038520779460668564	0.026439879089593887	0.2349756956100464	0.7560335993766785
157	0.23097150027751923	0.1595686972141266	0.6845681071281433	0.4232032001018524
158	0.07105215638875961	0.024995820596814156	0.6661394238471985	0.15529850125312805
159	0.23653119802474976	0.0422452911734581	0.67242431640625	0.5022798776626587
160	0.060018401592969894	0.024847570806741714	0.6850453019142151	0.2112533003091812
161	0.49094879627227783	0.5300964117050171	0.6447749733924866	0.1979915052652359
162	0.7033888101577759	0.8161116242408752	0.31256479024887085	0.722305417060852
163	0.0507221594452858	0.05352308973670006	0.2056867927312851	0.836850106716156
164	0.48173579573631287	0.46765458583831787	0.6518478989601135	0.17863580584526062
165	0.09263709932565689	0.05430633947253227	0.6153433918952942	0.134675994515419
166	0.05235027149319649	0.04263430833816528	0.22241899371147156	0.798336386680603
167	0.04411254823207855	0.03803015872836113	0.32637670636177063	0.7184519171714783
168	0.03304725140333176	0.029310699552297592	0.19238629937171936	0.8257346749305725
169	0.035074420273303986	0.04827985167503357	0.26907530426979065	0.8918365240097046
170	0.03953113034367561	0.03877058997750282	0.2390522062778473	0.8439449071884155
171	0.06899449974298477	0.01464689988642931	0.6744428277015686	0.4679970145225525
172	0.031477190554142	0.02305673062801361	0.2028978019952774	0.7851815223693848
173	0.08504211902618408	0.014851650223135948	0.20557160675525665	0.6959468722343445
174	0.050180770456790924	0.02196587063372135	0.23306550085544586	0.8048840761184692
175	0.6742634177207947	0.7234377264976501	0.5913066267967224	0.47824230790138245
176	0.04450707137584686	0.029735080897808075	0.2323049008846283	0.749927818775177
177	0.05773938074707985	0.023924920707941055	0.7028599977493286	0.14936639368534088
178	0.05571205914020538	0.031356461346149445	0.17871640622615814	0.829757571220398
179	0.0713006928563118	0.02423148974776268	0.7135869264602661	0.20006409287452698
180	0.11807580292224884	0.03645168989896774	0.731273889541626	0.047733329236507416
181	0.057015419006347656	0.04009256139397621	0.29241108894348145	0.8130331039428711
182	0.03831171989440918	0.025334909558296204	0.32048529386520386	0.8317888975143433
183	0.0702410563826561	0.020015349611639977	0.2576512098312378	0.8473234176635742
184	0.06412748247385025	0.04867909103631973	0.6910920143127441	0.14472250640392303
185	0.04802503064274788	0.036339279264211655	0.3234247863292694	0.8197535276412964
186	0.05639991909265518	0.020509760826826096	0.5994210243225098	0.33792489767074585
187	0.046753380447626114	0.03769906982779503	0.29338958859443665	0.7762038111686707
188	0.09515195339918137	0.01649634912610054	0.41961321234703064	0.5573996901512146
189	0.07439807057380676	0.03387273848056793	0.6600515246391296	0.25375089049339294
190	0.06295935809612274	0.037007320672273636	0.6637294888496399	0.19269010424613953
191	0.05385727062821388	0.027202220633625984	0.6448500752449036	0.23386910557746887
192	0.03974179923534393	0.036535389721393585	0.22932739555835724	0.7950168251991272
193	0.07414983212947845	0.02736560069024563	0.6168200969696045	0.1881158947944641
194	0.07291553914546967	0.030830249190330505	0.6100559234619141	0.3065186142921448
195	0.04151961952447891	0.022591879591345787	0.2905704975128174	0.7988396883010864
196	0.04305453971028328	0.036107540130615234	0.2926306128501892	0.7709959745407104
197	0.04272713139653206	0.039170850068330765	0.23679150640964508	0.8276240825653076
198	0.060125429183244705	0.03770013898611069	0.25905248522758484	0.8830168843269348
199	0.04952939972281456	0.03199606016278267	0.2750681936740875	0.7504451870918274
200	0.7331445217132568	0.7347462773323059	0.559977114200592	0.5096542239189148
201	0.049420349299907684	0.03893546015024185	0.2735423147678375	0.781557023525238
202	0.06969421356916428	0.032253388315439224	0.6680752038955688	0.19134029746055603
203	0.07030507922172546	0.03380554914474487	0.2809912860393524	0.8232352137565613
204	0.08584099262952805	0.026223160326480865	0.7489405870437622	0.10002599656581879
205	0.03892014920711517	0.024876900017261505	0.21693159639835358	0.8166487812995911
206	0.03646641969680786	0.0246971994638443	0.25981369614601135	0.80888432264328
207	0.07765629142522812	0.03074890933930874	0.6224157214164734	0.2547783851623535
208	0.04673900082707405	0.0408085398375988	0.22125770151615143	0.8701183795928955
209	0.03783198073506355	0.03031899966299534	0.22667500376701355	0.8670805096626282
210	0.044946279376745224	0.01742514967918396	0.6737359166145325	0.14213789999485016
211	0.7500200271606445	0.7797408103942871	0.5269443988800049	0.656000018119812
212	0.03868506848812103	0.04461418092250824	0.26757410168647766	0.8146883845329285
213	0.057392049580812454	0.029981620609760284	0.6586266160011292	0.14636360108852386
214	0.0629986971616745	0.019196029752492905	0.6698024272918701	0.12418489903211594
215	0.04135214164853096	0.025235900655388832	0.2959800064563751	0.7842926979064941
216	0.04410437121987343	0.026426460593938828	0.2739306092262268	0.7971726059913635
217	0.042518820613622665	0.035670969635248184	0.2931740880012512	0.7748404741287231
218	0.039634231477975845	0.0406966395676136	0.23451490700244904	0.8201109170913696
219	0.05497685819864273	0.04367367923259735	0.14761750400066376	0.8476452231407166
220	0.04719185084104538	0.03006936050951481	0.578204870223999	0.30385369062423706
221	0.07419741898775101	0.026752009987831116	0.641958475112915	0.22682659327983856
222	0.04088570177555084	0.021753860637545586	0.15093189477920532	0.8833894729614258
223	0.038002241402864456	0.03862801939249039	0.21159450709819794	0.7983741164207458
224	0.025804009288549423	0.03706451877951622	0.21585659682750702	0.7740892171859741
225	0.04637249931693077	0.047820691019296646	0.2779253125190735	0.7835845947265625
226	0.26738929748535156	0.0870547965168953	0.7048717737197876	0.4732756018638611
227	0.03288445994257927	0.03454960882663727	0.2940230071544647	0.8054813146591187
228	0.07169690728187561	0.02722747065126896	0.29225069284439087	0.8172144293785095
229	0.04960627108812332	0.03159093111753464	0.29606330394744873	0.8123806118965149
230	0.06399895250797272	0.04590578004717827	0.6485041975975037	0.26975640654563904
231	0.13665960729122162	0.09591160714626312	0.6386985778808594	0.17403990030288696
232	0.27701321244239807	0.12015300244092941	0.6448652744293213	0.11372359842061996
233	0.05041591823101044	0.038746681064367294	0.1753672957420349	0.8107537031173706
234	0.05478252097964287	0.029148969799280167	0.24381420016288757	0.7895808815956116
235	0.049892280250787735	0.03569050878286362	0.17015179991722107	0.8559932112693787
236	0.06894998252391815	0.030129220336675644	0.6525170207023621	0.20114749670028687
237	0.17850330471992493	0.12332770228385925	0.661810576915741	0.21972879767417908
238	0.07041671127080917	0.024856779724359512	0.6596981883049011	0.14376120269298553
239	0.06415674090385437	0.03083408996462822	0.6098238825798035	0.23774859309196472
240	0.038921039551496506	0.033323030918836594	0.25429481267929077	0.7881724834442139
241	0.03138227015733719	0.0334637314081192	0.2450421005487442	0.8026496767997742
242	0.061042990535497665	0.019274380058050156	0.6478415131568909	0.19807669520378113
243	0.07482240349054337	0.03737717121839523	0.6488462090492249	0.2699703872203827
244	0.06199545040726662	0.028594519942998886	0.6477810740470886	0.14802449941635132
245	0.11411889642477036	0.02929365076124668	0.6483156085014343	0.11921659857034683
246	0.05364470183849335	0.04536882042884827	0.2987743020057678	0.7727534770965576
247	0.04874918982386589	0.03455739840865135	0.2648133933544159	0.8625633120536804
248	0.05785652995109558	0.018874939531087875	0.6825413107872009	0.1431311070919037
249	0.048331670463085175	0.026159780099987984	0.6740285754203796	0.12102390080690384
250	0.0546136200428009	0.0403667688369751	0.2949562966823578	0.7931550741195679
251	0.06533659249544144	0.029974890872836113	0.6489226818084717	0.21829479932785034
252	0.034787099808454514	0.04356573149561882	0.24774299561977386	0.8076738119125366
253	0.04677712917327881	0.038145940750837326	0.1586190015077591	0.9145303964614868
254	0.06433737277984619	0.027361299842596054	0.6715074777603149	0.1445896029472351
255	0.05582195147871971	0.04466550052165985	0.3205193877220154	0.7921137809753418
256	0.2106790989637375	0.12801970541477203	0.7225757837295532	0.53608238697052
257	0.05684797093272209	0.02406545914709568	0.6569616198539734	0.17042849957942963
258	0.0593189001083374	0.04211306944489479	0.2812890112400055	0.8452895879745483
259	0.0454411506652832	0.04778536036610603	0.23500539362430573	0.8060681819915771
260	0.0575607605278492	0.036031439900398254	0.3203566074371338	0.8230482935905457
261	0.06532617658376694	0.028677839785814285	0.6153426170349121	0.20845560729503632
262	0.7065171003341675	0.7251244783401489	0.6133608818054199	0.5093303918838501
263	0.04558712989091873	0.026084989309310913	0.22989439964294434	0.7576575875282288
264	0.04454677179455757	0.03502814099192619	0.2490345984697342	0.7900763750076294
265	0.04288730025291443	0.028007470071315765	0.22454150021076202	0.7899878025054932
266	0.19189199805259705	0.2532550096511841	0.6633092761039734	0.18659010529518127
267	0.07103727012872696	0.02519744075834751	0.6193410158157349	0.16934190690517426
268	0.3747430145740509	0.39473819732666016	0.6283637285232544	0.13021010160446167
269	0.07788383215665817	0.050258830189704895	0.24544039368629456	0.8141943216323853
270	0.1548147052526474	0.29880619049072266	0.638913094997406	0.24487030506134033
271	0.05193201079964638	0.03289924934506416	0.6849967241287231	0.20057010650634766
272	0.39437249302864075	0.3579190969467163	0.6395633220672607	0.22143369913101196
273	0.05650573968887329	0.03398866951465607	0.3094797134399414	0.7789087295532227
274	0.039724599570035934	0.028001390397548676	0.31680959463119507	0.8111265897750854
275	0.07160581648349762	0.05400630086660385	0.6299203038215637	0.21246780455112457
276	0.07737095654010773	0.025172509253025055	0.6740897297859192	0.1072733998298645
277	0.5044491291046143	0.4586404860019684	0.5309203267097473	0.11606849730014801
278	0.06332872807979584	0.04822992905974388	0.2929016947746277	0.7947329878807068
279	0.07385919988155365	0.026310060173273087	0.6951404809951782	0.32357218861579895
280	0.04465419054031372	0.035714320838451385	0.18188700079917908	0.8719850182533264
281	0.050820108503103256	0.021084850654006004	0.6335418224334717	0.21358390152454376
282	0.25584399700164795	0.13353590667247772	0.6314601898193359	0.34559959173202515
283	0.07479912042617798	0.031696170568466187	0.7060810923576355	0.06378504633903503
284	0.054954949766397476	0.02047692984342575	0.6298472285270691	0.2561317980289459
285	0.24212870001792908	0.19444189965724945	0.6885288953781128	0.5251489281654358
286	0.055983878672122955	0.024244269356131554	0.6736382842063904	0.12101910263299942
287	0.05947234854102135	0.023756809532642365	0.6359838843345642	0.4145163893699646
288	0.06106290966272354	0.022632790729403496	0.6387240886688232	0.18181820213794708
289	0.05547863990068436	0.03145962953567505	0.25710800290107727	0.8497002720832825
290	0.04825042933225632	0.03767257183790207	0.1712488979101181	0.9082602262496948
291	0.02648100070655346	0.011468250304460526	0.2645551860332489	0.9501062035560608
292	0.7174503207206726	0.7731205821037292	0.5730676054954529	0.6187651753425598
293	0.6442083716392517	0.6653516888618469	0.5538384914398193	0.5272970199584961
294	0.0405677892267704	0.035233739763498306	0.2873289883136749	0.8645002245903015
295	0.18238839507102966	0.08752825111150742	0.7076472043991089	0.49477121233940125
296	0.3461700975894928	0.20671099424362183	0.7154698967933655	0.4413132965564728
297	0.03928022086620331	0.024675849825143814	0.3120464086532593	0.8086140155792236
298	0.06020282953977585	0.03813565894961357	0.2496497929096222	0.7356789708137512
299	0.44633749127388	0.24105890095233917	0.5922847986221313	0.5521990060806274
300	0.05607946962118149	0.01692444086074829	0.6306341290473938	0.2532922923564911
301	0.07067202031612396	0.026708289980888367	0.6305838823318481	0.2127169966697693
302	0.04833038151264191	0.023800039663910866	0.24127809703350067	0.8134198784828186
303	0.35636821389198303	0.2525014877319336	0.6735579967498779	0.5452157855033875
304	0.05077138915657997	0.04154682904481888	0.1819618046283722	0.864790678024292
305	0.049646951258182526	0.02738548070192337	0.6307299733161926	0.3114303946495056
306	0.05947738140821457	0.030045999214053154	0.6679106950759888	0.1686909943819046
307	0.034785110503435135	0.03641602024435997	0.30439090728759766	0.8097931742668152
308	0.04260044917464256	0.04576655849814415	0.2151907980442047	0.7774633765220642
309	0.05264855921268463	0.03807464987039566	0.18225589394569397	0.8605350852012634
310	0.5947312116622925	0.4046100080013275	0.6623479127883911	0.4330258071422577
311	0.03523559868335724	0.037579700350761414	0.2369271069765091	0.8716092705726624
312	0.09161432087421417	0.042753130197525024	0.24559520184993744	0.9007499814033508
313	0.6702641248703003	0.7068052291870117	0.5971251726150513	0.5401545166969299
314	0.6775038838386536	0.7096248269081116	0.5588394999504089	0.5333042144775391
315	0.049501001834869385	0.033337898552417755	0.6148818731307983	0.4226706922054291
316	0.27784091234207153	0.1801699995994568	0.6123762726783752	0.6127166748046875
317	0.04579506814479828	0.038034550845623016	0.16640880703926086	0.8448199033737183
318	0.04941121116280556	0.030198240652680397	0.2271811068058014	0.8075354099273682
319	0.08349338173866272	0.027030689641833305	0.6315789222717285	0.21403279900550842
320	0.057894740253686905	0.023299749940633774	0.6073737144470215	0.17877739667892456
321	0.6673259735107422	0.7254084944725037	0.6331735849380493	0.59375
322	0.04618743062019348	0.0306289903819561	0.22494439780712128	0.7460157871246338
323	0.053850818425416946	0.025603700429201126	0.6267114281654358	0.42583829164505005
324	0.0	nan	nan	nan
325	0.054924581199884415	0.0369734987616539	0.356653094291687	0.7475774884223938
326	0.03966251015663147	0.01952723041176796	0.32325878739356995	0.8169674873352051
327	0.0657506063580513	0.022582199424505234	0.6437860131263733	0.20060229301452637
328	0.6528493762016296	0.7089018225669861	0.6211891174316406	0.41328850388526917
329	0.042540159076452255	0.04505790024995804	0.19950459897518158	0.9281439781188965
330	0.03872327879071236	0.03047551028430462	0.23291349411010742	0.7539088129997253
331	0.04366305097937584	0.04111719876527786	0.31687191128730774	0.827998697757721
332	0.050554338842630386	0.058622680604457855	0.31882038712501526	0.746375322341919
333	0.03054030053317547	0.03277408704161644	0.2283044010400772	0.7851879000663757
334	0.0689341127872467	0.023312680423259735	0.6577165722846985	0.1661406010389328
335	0.7239786982536316	0.8047899007797241	0.4083195924758911	0.6772823929786682
336	0.04195047914981842	0.02589075081050396	0.22925789654254913	0.681344211101532
337	0.07419610768556595	0.00905749760568142	0.29886290431022644	0.7608845233917236
338	0.04255859926342964	0.02482868917286396	0.31387579441070557	0.8684325218200684
339	0.035983920097351074	0.028209390118718147	0.24096359312534332	0.8296617269515991
340	0.058348748832941055	0.03152291849255562	0.30447280406951904	0.8061208128929138
341	0.06173836067318916	0.02458949014544487	0.4972743093967438	0.4488356113433838
342	0.05850518122315407	0.023609289899468422	0.6407377123832703	0.16341599822044373
343	0.0453057698905468	0.03098965995013714	0.24227499961853027	0.7886409163475037
344	0.0573248416185379	0.026817280799150467	0.6483680009841919	0.1479395031929016
345	0.050469908863306046	0.03694025054574013	0.29724380373954773	0.784224271774292
346	0.030066929757595062	0.027612870559096336	0.22728219628334045	0.7953643202781677
347	0.06429839879274368	0.026065519079566002	0.6373652219772339	0.21259839832782745
348	0.046126071363687515	0.023274920880794525	0.2604902982711792	0.8215134143829346
349	0.05707550048828125	0.02364479936659336	0.6178399920463562	0.2683742046356201
350	0.05807507038116455	0.04290974885225296	0.3039526045322418	0.7704638242721558
351	0.04025384038686752	0.03549379110336304	0.22427719831466675	0.7376918792724609
352	0.0590197816491127	0.0257415808737278	0.6681826114654541	0.28963708877563477
353	0.04154038056731224	0.041686128824949265	0.3192448019981384	0.7872704863548279
354	0.07319094240665436	0.025851139798760414	0.6688842177391052	0.24374139308929443
355	0.3880884051322937	0.323069304227829	0.6845663785934448	0.0989154577255249
356	0.04671948030591011	0.04307961091399193	0.28692469000816345	0.7848796248435974
357	0.1152518019080162	0.08152446150779724	0.6910009980201721	0.7835556268692017
358	0.038467828184366226	0.03524821996688843	0.3456704914569855	0.7674679160118103
359	0.06256022304296494	0.023700809106230736	0.6727461218833923	0.11492089927196503
360	0.0467560812830925	0.0346536710858345	0.2653493881225586	0.8264883756637573
361	0.04503701999783516	0.03169421851634979	0.3282943069934845	0.7996147274971008
362	0.3894883096218109	0.3187142014503479	0.6447960138320923	0.21908040344715118
363	0.057155631482601166	0.021825749427080154	0.6541845798492432	0.21776379644870758
364	0.06527216732501984	0.02511717937886715	0.4973888099193573	0.43351268768310547
365	0.0658171996474266	0.02373475953936577	0.6855025887489319	0.09912993758916855
366	0.07172875106334686	0.02574538066983223	0.6891155242919922	0.10430320352315903
367	0.0653841495513916	0.02712903916835785	0.6407473087310791	0.16114239394664764
368	0.033311858773231506	0.03431683033704758	0.3072480857372284	0.8049476742744446
